MatchID, Map,TeamA,TeamB,TeamAWins, TeamARounds, TeamBRounds, A1_frags, A1_assists, A1_deaths, A2_frags, A2_assists, A2_deaths, A3_frags, A3_assists, A3_deaths, A4_frags, A4_assists, A4_deaths, A5_frags, A5_assists, A5_deaths, B1_frags, B1_assists, B1_deaths, B2_frags, B2_assists, B2_deaths, B3_frags, B3_assists, B3_deaths, B4_frags, B4_assists, B4_deaths, B5_frags, B5_assists, B5_deaths
13208,nuke_se,mousesports,TeamCRG,1,16,12,21,-,16,23,-,20,22,-,18,25,-,19,17,-,21,22,-,20,20,-,23,18,-,21,16,-,22,17,-,22
13274,inferno_se,CPLAY,Tt Dragons,1,16,9,27,-,15,21,-,16,19,-,14,18,-,15,16,-,15,19,-,16,20,-,21,16,-,20,11,-,21,8,-,23
13277,train_se,Red Dead,SFTO,1,16,6,26,-,10,20,-,11,17,-,11,16,-,9,18,-,14,15,-,20,13,-,20,10,-,18,8,-,18,9,-,21
13278,dust2_se,Tt Dragons,iPLAY,0,8,16,16,-,17,13,-,21,13,-,21,10,-,18,8,-,20,24,-,11,21,-,10,20,-,13,20,-,17,12,-,9
13279,dust2_se,CPLAY,SFTO,1,16,9,22,-,14,24,-,14,19,-,12,15,-,14,16,-,16,18,-,20,16,-,17,14,-,19,11,-,17,11,-,23
13280,mirage_ce,iPLAY,ALTERNATE aTTaX,0,7,16,24,-,19,15,-,18,14,-,17,8,-,19,9,-,21,26,-,14,21,-,11,18,-,16,16,-,15,13,-,15
13282,mirage_ce,gamed!de,Tt Dragons,1,16,4,26,-,8,16,-,9,15,-,7,17,-,8,14,-,13,11,-,18,11,-,18,9,-,17,8,-,17,6,-,18
13283,mirage_ce,SFTO,mousesports,0,9,16,18,-,19,17,-,23,15,-,20,13,-,22,10,-,21,24,-,11,21,-,15,22,-,16,20,-,14,18,-,17
13292,train_se,ESC,iNET koxXx,1,16,7,24,-,7,24,-,13,22,-,14,18,-,11,14,-,14,19,-,21,9,-,20,11,-,21,11,-,21,9,-,19
13293,nuke_se,DELTA,US,1,16,3,19,-,10,21,-,11,18,-,9,15,-,10,14,-,9,14,-,16,11,-,16,10,-,18,8,-,18,6,-,19
13294,train_se,ALSEN,GIVE IT ALL,1,16,14,30,-,21,21,-,21,22,-,20,20,-,22,16,-,22,26,-,21,23,-,20,20,-,24,19,-,23,18,-,21
13310,dust2_se,ProGaming.TD,Area 51,0,0,16,8,-,15,6,-,15,7,-,16,5,-,16,3,-,16,22,-,2,16,-,3,15,-,8,13,-,7,12,-,9
13311,mirage_ce,mousesports,LowLandLions,1,16,14,22,-,19,16,-,18,20,-,20,21,-,25,19,-,23,23,-,17,24,-,21,21,-,20,19,-,20,18,-,20
13313,nuke_se,LowLandLions,NiP,0,9,16,19,-,17,16,-,19,14,-,19,13,-,20,11,-,21,23,-,13,21,-,11,21,-,16,17,-,18,14,-,15
13315,nuke_se,NiP,ProGaming.TD,1,16,13,24,-,17,27,-,21,22,-,16,22,-,22,12,-,20,25,-,21,24,-,22,17,-,21,16,-,20,14,-,23
13317,inferno_se,NiP,Area 51,1,16,10,25,-,15,21,-,12,19,-,16,20,-,16,19,-,17,22,-,20,18,-,19,14,-,21,12,-,22,10,-,22
13318,dust2_se,LowLandLions,Area 51,0,12,16,19,-,21,16,-,20,17,-,22,19,-,22,12,-,23,35,-,16,27,-,16,23,-,18,12,-,14,10,-,19
13319,inferno_se,Anexis,fm-eSports,1,16,10,26,-,15,22,-,18,20,-,17,16,-,16,11,-,14,23,-,19,20,-,19,20,-,18,9,-,18,8,-,21
13320,train_se,mousesports,ProGaming.TD,1,16,8,31,-,15,23,-,9,18,-,12,12,-,11,12,-,15,16,-,19,13,-,20,13,-,19,12,-,20,8,-,18
13321,inferno_se,Anexis,ESC,0,12,16,21,-,19,20,-,21,17,-,20,13,-,21,13,-,21,28,-,18,25,-,17,19,-,14,19,-,15,11,-,21
13322,inferno_se,n!faculty,fm-eSports,0,8,16,17,-,16,14,-,17,17,-,20,13,-,19,7,-,17,22,-,13,18,-,10,19,-,16,14,-,14,16,-,15
13323,dust2_se,VeryGames,n!faculty,1,16,4,22,-,6,21,-,5,20,-,8,15,-,9,10,-,11,11,-,18,9,-,17,8,-,18,4,-,17,6,-,18
13324,nuke_se,ESC,fm-eSports,1,16,9,25,-,14,24,-,18,18,-,11,16,-,12,16,-,18,22,-,19,14,-,18,13,-,19,14,-,21,10,-,22
13325,dust2_se,NiP,mousesports,1,16,5,21,-,11,18,-,11,18,-,12,15,-,10,13,-,12,14,-,16,12,-,19,10,-,16,12,-,18,8,-,17
13326,nuke_se,VeryGames,ESC,1,16,2,27,-,5,19,-,4,16,-,11,15,-,11,8,-,8,14,-,17,8,-,17,7,-,17,6,-,18,4,-,17
13328,inferno_se,ESC,n!faculty,0,11,16,26,-,18,20,-,20,11,-,15,12,-,17,13,-,20,23,-,17,20,-,19,17,-,14,16,-,15,14,-,17
13329,nuke_se,VeryGames,fm-eSports,1,16,9,25,-,11,23,-,12,25,-,14,14,-,14,13,-,15,18,-,21,15,-,19,12,-,20,10,-,17,10,-,23
13330,inferno_se,Anexis,n!faculty,0,10,16,20,-,19,18,-,20,14,-,15,13,-,16,20,-,21,26,-,14,23,-,15,17,-,17,11,-,19,13,-,22
13331,nuke_se,n!faculty,NiP,0,7,16,14,-,19,11,-,18,9,-,21,8,-,20,7,-,19,27,-,9,22,-,11,20,-,8,19,-,13,9,-,9
13332,train_se,NiP,n!faculty,1,16,5,25,-,10,17,-,7,19,-,9,17,-,10,16,-,9,9,-,18,10,-,19,10,-,19,8,-,18,8,-,20
13335,nuke_se,VeryGames,Area 51,1,16,5,24,-,9,18,-,11,18,-,12,16,-,9,12,-,9,16,-,17,14,-,18,9,-,17,7,-,18,4,-,20
13336,train_se,Area 51,VeryGames,0,11,16,24,-,17,16,-,18,16,-,19,16,-,19,10,-,17,22,-,12,20,-,19,16,-,15,16,-,17,16,-,19
13337,dust2_se,n!faculty,Area 51,0,1,16,11,-,16,10,-,17,6,-,15,7,-,16,2,-,17,28,-,8,18,-,10,15,-,6,9,-,5,11,-,8
13338,inferno_se,Area 51,n!faculty,0,11,16,25,-,16,20,-,19,16,-,18,16,-,18,8,-,19,28,-,17,20,-,19,16,-,16,14,-,18,12,-,15
13339,nuke_se,n!faculty,Area 51,0,9,16,22,-,15,13,-,18,12,-,17,14,-,20,5,-,19,19,-,14,19,-,10,17,-,14,19,-,15,15,-,13
13340,dust2_se,NiP,VeryGames,1,16,3,22,-,9,19,-,6,17,-,8,15,-,6,14,-,13,10,-,17,10,-,17,9,-,17,7,-,18,6,-,18
13341,train_se,NiP,VeryGames,1,16,14,27,-,17,25,-,20,21,-,20,23,-,23,17,-,22,22,-,24,24,-,23,20,-,20,19,-,24,17,-,22
13344,dust2_se,LowLandLions,MaxFloPlay,0,9,16,20,-,17,16,-,17,11,-,18,11,-,20,8,-,19,19,-,8,21,-,18,17,-,13,18,-,15,15,-,13
13345,mirage_ce,LowLandLions,MaxFloPlay,0,13,16,25,-,21,22,-,20,16,-,22,16,-,22,11,-,24,27,-,18,23,-,17,21,-,18,20,-,20,18,-,17
13346,nuke_se,ALTERNATE aTTaX,fm-eSports,1,16,4,24,-,12,16,-,7,21,-,12,12,-,7,15,-,9,18,-,16,12,-,18,9,-,17,4,-,18,4,-,19
13347,dust2_se,ALTERNATE aTTaX,fm-eSports,1,16,6,21,-,12,20,-,9,17,-,7,16,-,11,15,-,16,23,-,16,14,-,21,7,-,16,7,-,19,4,-,18
13348,dust2_se,Tribute To Sylvester,Millenium,0,5,16,16,-,14,13,-,19,10,-,19,9,-,17,8,-,18,22,-,10,16,-,9,21,-,13,14,-,11,14,-,14
13349,mirage_ce,TeamCRG,Western Wolves,0,10,16,22,-,18,19,-,15,14,-,22,14,-,24,9,-,20,27,-,15,25,-,13,18,-,15,17,-,17,12,-,18
13350,inferno_se,TeamCRG,Western Wolves,0,3,16,11,-,15,10,-,16,9,-,17,11,-,18,10,-,18,20,-,9,22,-,8,18,-,11,16,-,12,8,-,12
13351,mirage_ce,Anexis,Temp.no,1,16,10,32,-,17,25,-,13,19,-,15,14,-,16,10,-,19,21,-,17,21,-,18,14,-,21,13,-,22,11,-,22
13352,inferno_se,Temp.no,Anexis,0,10,16,20,-,21,17,-,21,16,-,21,15,-,23,12,-,21,26,-,16,26,-,19,25,-,13,16,-,17,14,-,15
13353,dust2_se,mousesports,BX3,1,16,2,26,-,6,16,-,9,16,-,10,14,-,8,10,-,8,12,-,15,9,-,16,9,-,17,5,-,16,6,-,18
13354,nuke_se,mousesports,BX3,1,16,5,24,-,10,19,-,8,18,-,13,13,-,9,14,-,19,16,-,17,16,-,18,9,-,17,9,-,18,9,-,19
13355,dust2_se,3DMAX,k1ck,1,16,3,24,-,10,20,-,7,18,-,10,19,-,10,9,-,6,12,-,17,10,-,18,9,-,18,8,-,18,4,-,19
13356,nuke_se,3DMAX,k1ck,1,16,2,21,-,5,22,-,8,15,-,9,14,-,7,8,-,8,8,-,15,9,-,15,8,-,16,6,-,16,6,-,18
13371,train_se,SFTO,n!faculty,0,8,16,19,-,22,16,-,18,15,-,17,12,-,17,9,-,18,22,-,15,21,-,14,19,-,13,19,-,12,11,-,18
13376,mirage_ce,Anexis,MaxFloPlay,1,16,8,25,-,11,20,-,12,22,-,14,19,-,16,15,-,18,17,-,21,16,-,19,13,-,19,13,-,20,12,-,22
13377,dust2_se,Anexis,MaxFloPlay,1,16,14,35,-,20,29,-,16,19,-,21,18,-,19,15,-,21,24,-,23,21,-,22,20,-,23,19,-,25,13,-,23
13380,nuke_se,Rush3D,ESC,0,8,16,22,-,19,16,-,23,10,-,18,13,-,23,10,-,21,28,-,13,22,-,13,21,-,14,19,-,15,14,-,16
13381,train_se,ALTERNATE aTTaX,ESC,0,11,16,25,-,20,17,-,18,17,-,18,15,-,18,12,-,22,25,-,16,18,-,12,20,-,18,20,-,19,12,-,21
13386,inferno_se,Western Wolves,EYES ON U,1,16,6,24,-,13,23,-,13,16,-,11,14,-,12,14,-,19,21,-,20,16,-,20,10,-,16,12,-,17,9,-,18
13387,dust2_se,mousesports,3DMAX,0,11,16,26,-,21,19,-,20,14,-,21,13,-,22,11,-,25,24,-,13,27,-,21,24,-,19,21,-,14,12,-,16
13388,nuke_se,3DMAX,mousesports,0,14,16,27,-,19,23,-,18,25,-,21,15,-,20,13,-,25,26,-,20,26,-,20,23,-,23,15,-,20,13,-,20
13389,mirage_ce,mousesports,3DMAX,0,6,16,16,-,16,15,-,18,13,-,18,11,-,20,8,-,17,21,-,7,26,-,13,16,-,15,16,-,16,9,-,13
13390,inferno_se,Anexis,EYES ON U,1,16,10,27,-,15,25,-,16,16,-,15,16,-,19,14,-,18,22,-,19,21,-,19,18,-,18,12,-,21,10,-,21
13391,dust2_se,Anexis,3DMAX,1,16,10,34,-,14,22,-,18,19,-,17,16,-,13,13,-,16,19,-,19,18,-,18,16,-,23,15,-,21,9,-,23
13392,dust2_se,CPH Wolves,Anexis,1,16,13,26,-,17,28,-,15,27,-,20,13,-,17,16,-,20,22,-,22,15,-,20,18,-,23,16,-,22,17,-,23
13393,mirage_ce,ALTERNATE aTTaX,Anexis,0,5,16,15,-,16,13,-,19,12,-,16,8,-,18,8,-,19,22,-,11,18,-,8,21,-,15,14,-,8,13,-,14
13394,dust2_se,Anexis,ALTERNATE aTTaX,1,16,8,25,-,15,23,-,14,19,-,16,17,-,14,16,-,12,16,-,20,17,-,20,16,-,20,13,-,22,9,-,18
13395,mirage_ce,Western Wolves,3DMAX,0,9,16,17,-,17,12,-,16,15,-,17,15,-,19,16,-,20,20,-,11,18,-,11,20,-,17,16,-,18,15,-,18
13396,inferno_se,3DMAX,Western Wolves,1,16,12,21,-,17,17,-,12,19,-,15,20,-,18,21,-,22,19,-,18,20,-,21,15,-,18,17,-,22,13,-,19
13397,nuke_se,dAT,Tribute To Sylvester,0,13,16,25,-,21,22,-,20,18,-,21,14,-,23,9,-,21,23,-,15,25,-,23,19,-,15,17,-,13,22,-,22
13398,dust2_se,Virtus.pro,Rush3D,1,16,7,19,-,9,19,-,8,18,-,13,17,-,16,18,-,15,13,-,16,14,-,19,12,-,19,10,-,17,12,-,20
13399,dust2_se,Imaginary,Hawks,1,16,10,29,-,16,20,-,15,23,-,15,23,-,16,9,-,15,19,-,20,16,-,20,18,-,20,16,-,21,8,-,23
13400,dust2_se,Imaginary,BuyKey,1,16,7,23,-,14,20,-,9,20,-,17,18,-,12,13,-,19,18,-,18,14,-,19,13,-,18,13,-,19,12,-,20
13401,nuke_se,redzone,mousesports,1,16,4,23,-,10,22,-,12,21,-,10,15,-,12,8,-,8,16,-,17,17,-,17,10,-,17,6,-,20,3,-,18
13402,mirage_ce,gosu,Absolute Legends,1,16,12,30,-,17,23,-,17,20,-,19,19,-,20,12,-,15,23,-,20,20,-,20,14,-,21,17,-,23,13,-,21
13406,nuke_se,gosu,Absolute Legends,1,16,11,28,-,16,20,-,13,20,-,19,16,-,18,15,-,18,21,-,19,18,-,19,18,-,20,13,-,19,14,-,22
13407,dust2_se,CPH Wolves,dAT,0,13,16,26,-,20,22,-,20,22,-,22,20,-,24,14,-,21,27,-,22,24,-,19,23,-,20,18,-,21,15,-,22
13408,train_se,ALTERNATE aTTaX,Western Wolves,0,4,16,18,-,14,11,-,18,12,-,19,6,-,19,3,-,17,19,-,8,20,-,11,18,-,10,18,-,10,12,-,11
13412,nuke_se,3DMAX,Anexis,0,5,16,16,-,18,12,-,18,11,-,16,11,-,18,6,-,20,19,-,13,19,-,10,17,-,8,19,-,11,16,-,14
13413,train_se,Tribute To Sylvester,CPH Wolves,0,7,16,17,-,19,15,-,16,12,-,19,9,-,18,7,-,20,24,-,10,20,-,11,20,-,12,16,-,14,12,-,13
13414,mirage_ce,zNation,Tribute To Sylvester,1,16,12,24,-,18,24,-,16,20,-,15,21,-,21,9,-,18,22,-,20,21,-,21,17,-,17,18,-,20,10,-,20
13415,train_se,n!faculty,eXtensive,0,5,16,15,-,15,14,-,18,14,-,18,12,-,16,7,-,17,26,-,12,22,-,15,15,-,10,14,-,12,7,-,13
13416,nuke_se,3DMAX,FR34KSHOW,0,11,16,26,-,18,17,-,19,17,-,19,14,-,20,13,-,21,28,-,17,24,-,19,16,-,15,16,-,18,13,-,18
13417,mirage_ce,ESC,NiP,0,2,16,12,3,15,9,0,15,9,2,17,7,3,17,5,5,18,18,3,5,20,5,10,17,4,7,15,6,10,12,1,10
13419,train_se,VeryGames,NiP,0,6,16,14,5,15,16,5,19,12,0,17,12,6,19,11,4,19,22,4,12,21,6,12,22,4,14,12,4,12,12,6,15
13420,nuke_se,fnatic,NiP,0,6,16,16,2,17,12,0,18,12,3,17,10,3,19,5,1,17,25,1,10,21,1,12,16,5,12,13,4,10,13,5,11
13422,mirage_ce,NiP,mousesports,1,16,14,23,8,20,24,2,23,19,5,20,15,2,19,17,4,22,29,3,18,25,9,20,19,3,19,15,2,19,16,3,22
13423,nuke_se,fnatic,ESC,1,16,7,26,6,14,26,1,13,17,6,14,15,1,16,12,4,11,17,2,19,15,3,19,13,1,19,12,3,19,11,7,20
13424,nuke_se,NiP,ESC,1,16,10,24,6,17,20,7,17,21,6,17,18,3,12,17,9,15,18,5,20,17,3,19,16,4,19,12,1,19,15,2,23
13425,dust2_se,mousesports,fnatic,1,16,14,24,8,21,21,3,21,21,4,18,23,7,18,19,10,22,22,3,22,21,1,18,21,5,21,18,6,22,18,2,25
13426,train_se,ProGaming.TD,CPH Wolves,0,7,16,22,2,19,12,2,17,13,2,19,10,2,16,8,4,19,28,7,16,20,1,8,16,6,14,13,8,13,13,5,14
13428,dust2_se,CPH Wolves,gosu,1,16,6,29,7,11,20,2,8,16,7,15,14,10,11,13,2,14,17,1,20,15,7,17,11,3,19,9,3,19,7,1,17
13429,train_se,ProGaming.TD,Curse,1,16,11,28,4,17,21,6,14,23,4,14,19,2,19,12,5,19,18,0,19,19,6,20,18,2,21,16,1,22,12,3,21
13430,nuke_se,CPH Wolves,Curse,1,16,14,33,3,19,19,5,22,19,5,22,17,4,21,16,5,18,27,6,20,25,4,19,20,4,20,14,5,22,15,6,23
13431,nuke_se,gosu,ProGaming.TD,0,7,16,15,2,17,14,0,17,11,4,19,10,3,20,9,5,21,26,10,10,23,3,11,21,4,12,13,8,12,10,2,14
13432,mirage_ce,gosu,Western Wolves,0,11,16,22,4,20,22,3,20,18,5,21,17,3,21,12,5,21,26,5,16,23,9,19,24,6,20,17,5,15,13,9,21
13433,inferno_se,gosu,Western Wolves,0,9,16,26,1,16,18,6,19,12,3,18,10,3,20,9,3,23,24,3,15,23,7,15,19,8,15,19,7,16,11,6,15
13434,inferno_se,Western Wolves,Absolute Legends,0,10,16,20,6,17,19,2,16,20,4,19,14,0,17,14,3,20,23,2,17,21,4,17,19,4,17,16,4,19,10,2,17
13435,nuke_se,Absolute Legends,VeryGames,0,11,16,24,4,17,20,1,21,18,5,22,12,6,20,11,4,20,25,4,17,24,6,15,20,5,16,17,5,19,14,6,19
13436,inferno_se,3DMAX,Hawks,0,14,16,26,7,16,22,3,21,18,6,23,14,6,20,15,4,21,26,4,18,21,4,24,20,6,16,16,4,18,18,7,19
13437,mirage_ce,Absolute Legends,3DMAX,1,16,8,29,4,13,22,1,13,21,7,15,15,2,12,16,8,13,23,2,20,14,6,22,11,2,21,9,4,20,9,2,21
13438,dust2_se,VeryGames,Hawks,1,16,12,26,3,13,21,6,20,20,6,20,18,6,18,19,8,21,24,11,21,20,4,22,16,10,20,13,1,18,16,3,23
13439,nuke_se,VeryGames,3DMAX,1,16,3,27,2,8,19,5,5,17,3,8,18,6,10,7,4,9,10,0,17,9,1,18,7,1,17,7,5,18,7,1,18
13440,dust2_se,Hawks,Absolute Legends,0,9,16,24,4,19,16,1,14,15,9,18,14,6,18,8,4,18,22,3,15,21,2,15,18,5,16,16,1,15,10,5,17
13442,inferno_se,Dynamic,n!faculty,1,16,9,31,4,15,22,2,9,15,3,15,14,5,15,10,5,16,18,0,20,16,4,18,15,1,17,13,1,18,8,4,19
13445,inferno_se,Lemondogs,Dynamic,1,16,4,21,5,11,20,3,12,17,6,14,15,5,9,15,3,12,15,3,17,14,1,17,11,5,18,10,3,18,8,4,18
13447,mirage_ce,NiP,ProGaming.TD,1,16,5,30,5,10,19,4,9,20,5,11,15,4,7,9,8,9,12,0,18,8,2,18,8,1,19,11,3,21,7,4,17
13448,inferno_se,ProGaming.TD,NiP,0,10,16,27,3,19,20,0,18,14,4,18,12,7,17,10,3,18,20,3,13,24,4,17,20,8,18,18,8,18,8,0,17
13449,inferno_se,CPH Wolves,mousesports,0,11,16,21,6,17,17,5,17,16,8,19,15,2,18,11,2,21,21,5,16,22,3,16,19,6,17,13,1,14,17,2,17
13450,nuke_se,mousesports,CPH Wolves,1,16,3,23,2,7,16,6,8,19,6,11,13,4,6,16,7,14,11,1,16,12,2,17,9,6,19,7,2,16,7,4,19
13451,inferno_se,Absolute Legends,Lemondogs,0,13,16,21,3,21,20,3,20,20,6,23,19,7,25,15,2,20,27,6,18,24,3,18,22,4,17,22,7,20,13,10,22
13452,dust2_se,Absolute Legends,Lemondogs,0,7,16,18,2,18,15,2,17,12,4,21,9,2,19,6,2,19,25,2,9,21,5,12,17,1,9,19,4,15,12,5,15
13453,inferno_se,VeryGames,Dynamic,1,16,6,24,5,12,21,2,11,16,4,10,16,4,12,15,7,12,14,5,17,13,1,18,13,5,21,9,5,19,8,2,18
13455,inferno_se,VeryGames,Lemondogs,1,16,9,23,4,14,24,4,15,20,6,13,16,6,12,12,7,17,20,4,20,17,2,20,11,3,18,10,6,17,13,1,20
13456,dust2_se,NiP,mousesports,1,16,14,30,5,19,25,5,18,24,4,19,13,3,15,16,7,22,18,5,19,20,4,21,18,1,22,20,7,23,16,5,23
13458,train_se,VeryGames,Dynamic,1,16,11,25,5,18,24,8,15,22,8,16,20,3,16,14,4,15,21,6,22,15,6,18,17,4,21,15,1,24,12,5,21
13459,dust2_se,VeryGames,NiP,0,9,16,22,1,16,21,2,15,14,7,20,9,4,19,9,4,19,26,4,14,23,2,14,18,3,15,13,4,17,9,2,16
13460,inferno_se,NiP,VeryGames,1,16,1,15,4,5,20,6,9,17,6,7,18,4,9,9,4,6,14,2,17,5,3,15,6,0,16,5,2,15,6,3,16
13461,nuke_se,mousesports,Imaginary,1,16,7,26,2,13,20,3,9,23,4,20,14,6,15,11,9,15,19,4,18,22,3,17,13,3,19,11,5,20,6,4,20
13463,mirage_ce,dAT,Virtus.pro,1,16,7,35,3,15,21,3,14,12,4,12,12,5,12,8,5,14,19,4,18,16,3,19,13,4,16,11,4,17,8,2,18
13464,mirage_ce,zNation,Natus Vincere,0,9,16,21,6,18,17,5,20,18,5,21,15,6,19,9,5,18,22,2,13,22,2,15,22,6,17,18,4,17,12,2,18
13465,mirage_ce,ESC,Virtus.pro,0,14,16,25,3,22,24,6,20,19,3,26,16,1,21,12,3,24,33,5,19,28,5,17,25,5,17,15,6,23,12,6,21
13466,mirage_ce,dAT,KerchNET,1,16,1,26,5,9,17,2,7,12,5,7,12,4,9,12,3,9,12,1,16,8,3,15,8,2,16,6,2,16,6,1,16
13468,mirage_ce,CPH Wolves,KerchNET,1,16,4,22,1,8,20,3,12,19,3,11,18,4,13,8,8,11,15,2,18,10,4,16,12,1,16,9,2,19,9,2,18
13469,dust2_se,KerchNET,Hawks,0,2,16,9,0,16,6,1,16,7,1,17,6,2,17,7,3,18,21,1,5,18,3,8,19,6,7,14,5,6,12,2,9
13470,mirage_ce,KerchNET,mousesports,0,4,16,11,0,17,10,2,19,7,2,19,5,3,19,5,2,20,25,3,6,22,2,9,17,11,8,17,3,8,13,3,10
13471,train_se,Virtus.pro,Natus Vincere,1,16,3,22,4,7,19,4,8,16,2,8,14,2,6,15,3,9,12,1,17,11,0,16,6,2,17,6,0,18,3,2,18
13472,train_se,MaxFloPlay,ESC,0,11,16,20,4,19,18,2,18,17,4,22,15,3,21,11,1,19,25,3,15,21,5,15,22,4,17,20,6,17,10,6,18
13473,mirage_ce,CPH Wolves,ALTERNATE aTTaX,0,13,16,18,2,20,15,5,19,17,5,21,15,2,19,17,3,23,25,6,18,23,8,14,21,5,17,20,6,17,13,2,16
13475,mirage_ce,ALTERNATE aTTaX,KerchNET,1,16,7,20,0,10,22,4,9,23,5,13,18,4,12,10,4,10,16,2,18,12,5,17,10,0,18,9,1,20,7,2,20
13476,inferno_se,MaxFloPlay,NiP,0,3,16,13,1,15,12,2,17,9,1,18,9,3,18,6,5,19,25,3,8,17,3,8,18,6,13,17,5,11,10,2,9
13477,dust2_se,Natus Vincere,KerchNET,1,16,3,26,4,5,24,4,9,19,6,7,13,3,6,9,11,12,12,2,18,7,1,17,8,2,19,6,3,18,6,0,19
13479,dust2_se,CPH Wolves,Anexis,0,13,16,28,4,19,25,2,20,19,8,23,16,9,19,19,6,22,28,10,19,24,8,23,23,7,22,17,3,22,11,0,21
13480,nuke_se,Anexis,CPH Wolves,1,16,2,26,4,10,19,3,6,22,5,8,10,0,5,9,1,6,8,1,16,9,0,18,8,2,18,5,1,17,5,1,17
13481,train_se,SMBU,Hawks,0,8,16,17,5,16,14,3,19,11,1,17,12,1,16,11,2,19,23,4,12,19,3,13,19,5,13,15,6,14,11,4,13
13482,mirage_ce,Natus Vincere,ALTERNATE aTTaX,1,16,7,23,6,9,19,5,13,19,6,13,20,3,14,16,2,13,15,3,18,14,0,20,13,4,20,12,1,21,8,2,18
13484,dust2_se,n!faculty,ALTERNATE aTTaX,1,16,11,26,0,17,25,3,16,15,1,14,20,16,22,18,8,22,23,3,21,21,3,21,18,5,21,14,3,18,14,8,23
13485,dust2_se,Virtus.pro,Imaginary,1,16,6,30,4,10,15,2,9,16,7,13,15,5,14,13,4,12,16,3,16,12,2,18,11,1,18,10,0,19,9,2,18
13486,inferno_se,myDGB.net,CPLAY,1,16,11,25,3,12,31,4,21,18,2,13,18,5,16,16,4,18,21,6,22,19,5,20,18,3,19,13,6,22,9,3,25
13487,train_se,ESC,Natus Vincere,1,16,8,32,6,13,20,8,17,17,5,12,13,5,15,11,5,18,19,4,18,18,2,20,13,3,18,11,1,15,14,9,22
13488,nuke_se,ESC,dAT,1,16,5,28,3,12,24,0,9,15,1,11,12,2,9,8,8,15,14,2,16,12,2,18,11,1,17,10,1,18,9,2,18
13489,dust2_se,gamed!de,fm-eSports,0,9,16,23,3,18,14,2,16,14,4,20,10,5,16,13,6,22,23,5,14,23,6,14,18,3,12,15,5,16,13,3,18
13490,dust2_se,mousesports,Natus Vincere,1,16,9,20,5,13,23,2,17,19,6,12,15,4,15,12,3,14,21,4,15,19,0,16,11,2,18,11,3,20,9,8,20
13491,inferno_se,ALTERNATE aTTaX,mousesports,0,7,16,18,3,13,18,2,18,15,2,17,12,1,20,9,4,20,18,0,13,18,2,13,19,3,15,16,3,13,17,6,18
13493,dust2_se,Virtus.pro,Hawks,1,16,11,21,3,13,26,10,21,19,0,13,14,1,16,13,6,16,21,5,18,19,3,18,15,5,16,12,1,19,12,6,22
13494,dust2_se,mousesports,Rush3D,1,16,7,24,6,12,23,2,14,17,7,11,15,4,9,16,2,11,16,2,19,13,1,17,13,3,17,11,4,20,4,2,22
13495,inferno_se,Imaginary,Rush3D,1,16,3,22,2,10,22,5,9,18,3,7,14,3,9,11,2,10,10,0,17,9,2,17,10,1,17,10,2,19,6,0,17
13496,train_se,ESC,zNation,1,16,14,27,8,17,24,4,21,19,4,24,22,7,24,15,8,18,23,4,20,24,7,20,23,3,22,20,4,21,14,4,24
13497,train_se,zNation,Hawks,1,16,10,20,8,12,24,5,17,21,7,17,20,5,21,16,8,16,24,2,19,22,6,22,16,3,20,11,9,20,10,8,20
13498,mirage_ce,CPH Wolves,Imaginary,0,5,16,17,4,16,10,4,16,11,5,17,10,3,20,7,3,17,20,1,10,18,2,5,21,3,14,15,2,13,12,2,13
13499,nuke_se,NiP,Curse,1,16,6,29,4,10,25,6,13,17,5,13,15,4,11,10,5,16,15,2,17,14,5,19,12,4,20,10,3,19,12,6,21
13500,mirage_ce,CPH Wolves,gosu,1,16,7,30,5,8,18,6,14,16,4,10,14,3,16,12,3,14,25,2,17,10,3,17,9,3,18,10,1,20,8,2,18
13501,nuke_se,CPH Wolves,NiP,0,7,16,18,3,15,16,6,17,11,1,16,10,5,19,10,3,20,24,4,12,20,4,14,15,4,12,14,7,16,13,5,11
13502,inferno_se,Curse,gosu,0,11,16,25,2,21,22,5,22,18,9,24,15,3,21,8,8,27,34,6,18,24,4,15,22,1,17,21,8,18,14,4,20
13503,nuke_se,CPH Wolves,Curse,0,8,16,15,1,18,10,1,14,15,3,20,12,5,19,11,3,21,27,2,12,19,4,12,22,5,14,14,5,12,10,2,13
13504,dust2_se,NiP,gosu,1,16,11,26,6,15,22,6,12,22,1,15,14,3,14,15,5,18,17,5,17,17,1,21,14,5,17,15,3,18,11,4,26
13505,mirage_ce,Lemondogs,Absolute Legends,1,16,12,30,9,17,18,9,19,19,2,19,18,2,19,19,5,22,19,4,19,22,8,24,18,3,21,20,7,21,17,3,19
13506,dust2_se,Anexis,Western Wolves,1,16,13,28,4,15,22,2,18,23,7,17,18,5,22,10,0,18,25,9,19,17,6,19,18,3,20,19,3,24,11,1,19
13507,inferno_se,Western Wolves,Lemondogs,0,5,16,14,2,17,14,4,17,13,3,17,12,3,16,11,5,17,18,3,8,17,2,12,17,6,16,16,4,13,16,5,15
13508,nuke_se,Anexis,Absolute Legends,1,16,14,24,1,19,23,0,22,23,5,23,17,4,19,16,7,20,24,5,17,24,3,21,20,9,20,19,2,24,16,6,21
