MatchID, Map,TeamA,TeamB,TeamAWins, TeamARounds, TeamBRounds, A1_frags, A1_assists, A1_deaths, A2_frags, A2_assists, A2_deaths, A3_frags, A3_assists, A3_deaths, A4_frags, A4_assists, A4_deaths, A5_frags, A5_assists, A5_deaths, B1_frags, B1_assists, B1_deaths, B2_frags, B2_assists, B2_deaths, B3_frags, B3_assists, B3_deaths, B4_frags, B4_assists, B4_deaths, B5_frags, B5_assists, B5_deaths
23076,cobblestone,Space Soldiers,London C,1,16,11,29,5,18,22,3,12,15,2,16,15,6,19,16,5,20,22,4,20,18,2,19,17,4,19,15,3,19,13,4,20
23078,cache,London C,Space Soldiers,1,16,13,22,11,20,23,4,19,20,4,16,20,5,22,17,4,19,35,2,20,17,6,18,16,4,20,15,6,20,13,7,24
23079,cobblestone,QeeYou,Skyred,1,16,10,34,5,16,23,5,16,20,2,15,14,8,16,11,9,18,23,1,19,20,4,20,16,2,22,12,1,21,10,4,21
23080,inferno,Skyred,QeeYou,0,11,16,19,4,15,22,3,18,17,7,19,9,4,19,10,1,20,29,2,12,19,8,15,12,6,13,18,4,20,13,4,17
23081,cobblestone,PENTA,Torpedo,1,16,10,26,1,12,22,4,17,20,2,17,20,7,19,15,8,18,21,4,20,17,3,20,18,4,21,12,2,20,15,6,22
23082,cache,Torpedo,PENTA,1,16,12,29,5,17,20,2,19,21,2,17,18,6,16,20,7,20,22,5,21,22,3,21,19,3,23,16,4,22,10,4,21
23083,inferno,Torpedo,PENTA,0,14,16,25,4,20,20,6,21,17,2,18,18,2,23,16,9,24,25,3,16,21,6,18,21,7,20,24,6,23,15,5,19
23085,train,INFINITY,Torpedo,0,10,16,18,3,20,18,2,21,16,2,18,15,5,20,12,6,22,24,5,12,21,4,18,19,5,13,20,0,17,17,2,19
23087,cache,Space Soldiers,Los Jefes,1,16,12,29,7,21,24,6,19,19,1,15,17,2,14,16,8,13,25,4,20,16,1,18,15,5,22,16,3,23,10,5,22
23088,overpass,Wizards,dignitas,0,3,16,16,4,16,15,1,16,9,1,15,6,1,15,4,1,18,23,3,10,19,3,9,17,3,11,11,1,9,10,7,11
23089,mirage,dignitas,MIXCAT,1,16,12,32,7,18,24,9,20,21,5,16,20,3,19,14,9,18,24,4,19,25,3,25,15,6,22,14,8,21,13,5,24
23090,overpass,k1ck,Reason,1,16,12,31,7,24,22,1,14,19,8,22,20,7,18,13,6,17,29,6,20,21,4,21,17,5,20,14,5,21,14,11,23
23091,cobblestone,k1ck,Reason,1,16,13,22,3,16,24,5,19,17,1,15,19,8,20,15,5,18,20,2,17,20,4,20,18,3,20,15,4,19,15,6,21
23092,overpass,London C,HellRaisers,0,4,16,17,1,15,9,2,17,10,2,18,10,2,18,8,1,16,22,1,8,20,7,13,18,2,11,17,3,11,7,3,11
23093,dust2,London C,HellRaisers,0,3,16,15,3,16,13,0,15,12,6,16,9,4,16,6,1,18,25,5,13,20,1,11,14,3,8,13,1,12,9,1,11
23094,mirage,SK,Dobry&amp;Gaming,1,16,4,20,2,5,23,5,11,19,1,8,18,3,13,11,5,11,15,1,17,10,0,17,10,3,19,8,6,19,5,4,19
23102,cache,CPH Wolves,PENTA,0,11,16,26,5,19,21,3,18,16,7,18,11,4,18,10,2,17,24,2,15,21,1,14,17,5,21,13,6,15,15,5,19
23103,overpass,PENTA,CPH Wolves,0,12,16,23,5,18,23,3,19,18,1,19,17,6,21,15,5,22,26,3,19,26,5,20,19,4,18,18,9,19,10,6,20
23104,dust2,Enemy,Method,0,13,16,25,6,21,21,7,22,17,0,23,14,4,19,16,2,23,36,2,16,18,6,17,19,6,21,18,6,19,17,5,20
23106,inferno,Method,Enemy,0,7,16,12,4,15,13,6,16,11,2,17,14,1,19,9,5,17,18,2,9,19,4,11,16,5,11,16,6,15,15,0,13
23107,cache,Enemy,Method,0,8,16,18,4,20,15,1,18,16,3,18,12,5,20,11,3,19,28,4,13,17,4,12,17,2,13,17,2,17,16,7,17
23108,cache,HellRaisers,SK,1,16,4,24,3,8,21,2,10,16,4,8,14,4,12,15,9,12,17,1,19,10,2,19,9,1,18,7,2,16,7,2,18
23109,train,HellRaisers,SK,1,16,3,20,2,8,22,4,10,16,2,8,14,7,8,11,2,5,12,2,16,7,2,17,8,1,18,7,2,16,5,0,16
23111,overpass,ACE,Nexus,1,16,13,25,3,17,25,3,23,22,10,17,22,3,22,15,5,15,27,9,21,22,5,22,18,3,21,13,4,23,13,5,22
23112,cache,Nexus,ACE,1,16,13,26,3,21,25,8,19,20,6,18,17,4,14,15,5,20,23,5,21,19,2,16,21,6,23,16,6,22,13,8,21
23113,cobblestone,Nexus,ACE,0,14,16,28,3,22,22,7,19,17,3,22,16,2,18,16,10,25,27,6,20,22,4,21,23,8,22,19,4,15,15,8,21
23114,train,3sUP,Method,1,16,12,20,5,19,19,6,16,19,4,18,20,2,19,17,6,17,27,1,17,25,4,20,21,4,18,9,3,20,7,8,20
23115,dust2,Method,3sUP,0,7,16,20,2,18,16,3,19,12,1,19,10,6,19,6,7,20,25,2,13,22,7,10,18,10,15,18,9,15,12,3,12
23120,mirage,CPH Wolves,k1ck,1,16,5,29,2,12,19,6,11,21,8,14,13,5,12,12,2,14,16,2,18,15,3,19,14,3,19,10,2,19,8,4,19
23121,mirage,Enso,HD4R,0,13,16,22,2,21,20,5,23,19,7,22,14,4,23,12,3,23,26,3,15,24,3,17,24,3,18,21,7,21,17,3,16
23122,dust2,HD4R,Enso,0,12,16,33,1,19,21,7,19,16,2,20,14,2,21,12,0,21,29,4,14,22,6,16,19,6,18,15,4,24,15,4,24
23123,inferno,HD4R,Enso,0,14,16,26,3,22,27,3,21,22,7,20,15,2,16,17,3,22,26,2,19,26,3,20,26,5,25,12,2,21,11,6,23
23124,cobblestone,Games Academy,ACE,0,7,16,20,2,16,22,7,19,16,4,19,11,5,20,9,2,22,24,3,17,20,6,15,17,3,15,17,3,16,18,6,15
23125,cache,ACE,Games Academy,0,13,16,30,2,22,26,5,21,18,9,20,13,4,20,12,3,24,26,7,19,22,7,17,20,1,19,18,6,19,21,1,25
23126,dust2,ACE,Games Academy,0,10,16,15,3,18,16,5,18,16,4,22,17,6,22,12,2,20,23,8,14,21,7,16,20,3,18,16,7,11,20,2,17
23127,cobblestone,CLG,Luminosity,1,16,3,20,4,9,19,4,9,19,5,10,14,5,8,13,4,9,13,1,16,9,1,16,10,2,18,7,0,17,5,0,18
23128,train,Luminosity,CLG,1,16,1,24,2,8,17,4,3,18,4,9,12,2,6,10,4,6,9,2,16,7,1,15,6,1,17,6,1,17,4,2,16
23129,cache,CLG,Luminosity,1,16,6,20,1,8,19,3,9,16,4,12,18,6,14,14,6,11,13,0,17,13,3,16,11,1,18,10,4,18,7,2,19
23130,dust2,E-frag.net,Kinguin,0,12,16,26,3,19,23,2,18,19,5,19,18,5,23,9,1,23,25,5,22,22,1,19,24,3,20,15,3,16,16,5,18
23131,inferno,E-frag.net,Kinguin,0,6,16,22,0,15,17,1,17,10,4,17,10,5,18,5,4,19,22,4,11,18,3,10,16,2,9,15,3,16,15,5,18
23132,inferno,3sUP,Games Academy,0,14,16,28,2,17,24,5,21,21,8,23,17,5,25,11,5,21,32,4,20,24,6,20,18,7,20,15,8,18,17,8,23
23133,train,Games Academy,3sUP,0,5,16,14,2,16,14,5,17,10,3,17,7,2,15,7,3,18,18,3,9,18,4,9,18,3,11,16,1,11,12,3,12
23135,train,Luminosity,3sUP,0,10,16,19,3,21,20,6,22,18,5,21,14,3,20,12,3,19,21,4,15,24,5,17,23,6,19,19,4,15,16,4,17
23136,overpass,3sUP,Luminosity,0,6,16,15,2,16,11,1,17,11,3,19,6,2,19,6,2,18,26,2,9,19,1,9,16,0,10,15,3,11,12,3,10
23137,inferno,3sUP,Luminosity,0,7,16,26,3,14,15,2,19,14,3,18,7,2,18,7,7,21,22,2,13,17,4,11,19,3,15,18,5,16,14,4,14
23138,overpass,CLG,Luminosity,1,16,6,25,3,9,18,5,13,15,4,10,15,2,12,14,4,9,15,0,15,13,0,19,10,5,17,9,3,19,6,3,18
23139,mirage,Luminosity,CLG,1,16,6,29,5,11,23,7,11,20,4,11,10,3,9,13,3,14,21,3,19,12,1,18,12,3,19,8,2,19,3,4,20
23140,cobblestone,CLG,Luminosity,1,16,1,21,3,9,18,4,7,16,7,7,14,5,8,13,4,10,9,0,16,10,5,17,10,4,17,6,1,17,6,0,16
23141,mirage,Natus Vincere,MiA,1,16,9,24,4,14,22,5,14,20,3,14,16,6,12,14,3,15,17,5,18,14,1,17,16,4,19,10,4,19,12,4,23
23142,dust2,Natus Vincere,MiA,1,16,5,26,3,9,18,3,12,19,4,8,16,5,11,15,7,11,14,3,20,12,2,18,10,1,19,9,3,19,6,5,18
23143,mirage,Virtus.pro,CSGO-Saloon,1,16,4,24,3,10,22,6,10,16,7,10,14,1,11,15,5,10,15,5,19,12,4,18,11,1,16,10,1,18,3,2,20
23144,dust2,CSGO-Saloon,Virtus.pro,0,3,16,12,1,16,10,2,16,9,1,17,7,1,18,6,2,17,18,0,7,18,6,9,18,5,10,16,4,10,14,4,8
23145,inferno,Vatos Locos,Liondogs,0,14,16,25,10,19,21,4,19,20,2,21,21,4,21,16,3,19,26,4,14,25,3,18,18,6,20,15,9,25,14,10,27
23146,mirage,Vatos Locos,Liondogs,0,12,16,21,9,21,20,2,19,22,3,22,18,2,22,14,5,18,24,3,16,24,1,19,23,8,22,17,3,20,14,5,18
23147,dust2,Elysium,Delinquent Habits,0,9,16,23,4,21,16,3,16,14,4,18,12,7,20,12,6,21,25,5,15,24,4,16,17,4,14,13,7,14,15,3,18
23148,cobblestone,Delinquent Habits,Elysium,1,16,11,31,7,16,21,8,21,21,2,19,16,4,17,15,10,19,25,4,20,17,2,19,16,6,20,17,2,23,16,8,22
23149,mirage,Delinquent Habits,Liondogs,1,16,2,20,3,8,18,2,6,17,9,5,16,4,8,15,7,11,10,3,16,9,1,17,7,0,17,7,0,18,5,1,18
23150,cache,Delinquent Habits,Liondogs,0,5,16,17,4,15,19,1,17,12,3,13,9,3,17,6,4,21,24,1,12,20,3,14,15,4,9,17,4,11,7,3,17
23151,dust2,Liondogs,Delinquent Habits,0,1,16,10,2,17,9,4,16,8,3,17,4,1,16,3,1,17,20,7,7,21,3,7,17,3,4,17,4,11,8,1,6
23152,overpass,mousesports,Titan,0,3,16,10,1,16,10,2,16,10,2,17,8,2,16,7,2,15,20,4,8,17,4,9,16,1,9,14,6,11,13,1,8
23153,cobblestone,Titan,mousesports,1,16,9,26,3,14,24,6,15,23,1,14,12,3,14,13,7,13,19,1,18,16,3,21,14,4,19,13,3,20,8,4,20
23154,cache,Pries,Vega Squadron,1,16,8,26,6,11,20,5,14,19,5,11,17,4,12,13,4,15,15,4,17,15,4,19,12,4,20,11,0,18,10,2,21
23155,mirage,Vega Squadron,Pries,0,14,16,20,3,14,19,4,22,17,5,19,14,5,20,16,1,19,25,2,13,24,3,19,19,3,20,13,4,17,13,3,17
23157,dust2,Worst Players,KILLERFISH,1,16,2,21,2,4,17,3,8,17,0,10,14,3,8,15,6,14,13,1,17,11,4,16,9,1,17,7,3,16,4,1,18
23159,mirage,Natus Vincere,Kinguin,1,16,5,25,1,8,20,6,11,18,5,12,13,7,12,12,5,11,13,0,18,12,6,16,11,1,18,10,0,18,8,3,18
23161,dust2,Natus Vincere,Kinguin,0,4,16,14,1,16,12,0,17,9,2,15,9,1,17,7,3,17,26,2,7,13,4,8,17,1,15,13,2,13,13,3,9
23162,inferno,Natus Vincere,Kinguin,0,11,16,24,0,15,23,5,17,17,3,18,11,3,18,10,6,21,26,7,20,20,2,14,15,2,17,15,3,17,13,4,17
23163,overpass,KILLERFISH,Worst Players,0,12,16,22,5,17,21,2,20,22,4,22,16,8,22,15,3,24,30,8,24,21,5,16,22,4,18,16,8,19,16,2,19
23164,mirage,RCTIC,INFINITY,0,10,16,22,3,18,23,5,19,19,1,18,8,3,17,8,5,20,21,2,12,17,3,13,22,7,18,17,5,18,15,8,19
23166,cache,Los Jefes,nerdRage,0,9,16,22,4,19,19,6,19,19,4,21,11,4,20,11,6,23,25,4,17,26,6,19,20,2,16,17,1,12,14,4,18
23167,inferno,nerdRage,Los Jefes,1,16,13,29,2,19,25,5,17,22,4,18,15,5,18,14,5,18,25,3,20,19,5,20,16,15,22,16,3,20,12,2,23
23168,mirage,Phenomenon,Enso,1,16,4,24,4,8,23,1,9,19,3,10,14,7,9,9,2,9,13,1,17,8,0,15,11,2,19,9,1,19,4,6,19
23171,cobblestone,SK,eBettle,1,16,10,25,5,16,23,10,15,24,6,21,15,2,16,14,4,19,21,5,20,22,5,17,20,7,21,17,1,19,7,4,24
23172,overpass,eBettle,SK,0,3,16,19,0,16,9,3,16,9,2,15,7,2,15,8,6,18,22,4,11,19,2,8,19,5,14,11,4,10,9,0,9
23173,overpass,United Estonia,Infused,0,10,16,23,2,20,17,3,17,16,2,20,14,5,19,12,3,21,26,3,15,26,7,17,20,5,15,13,5,17,12,4,18
23174,dust2,fm-eSports,fish123,0,10,16,23,2,17,18,3,19,16,4,19,11,6,17,9,4,20,30,2,17,20,4,17,16,2,13,15,4,14,11,4,16
23175,inferno,Choke,CeX,1,16,4,22,5,6,19,3,8,17,2,9,15,4,12,12,3,9,13,0,16,12,1,16,10,1,17,4,1,17,5,3,19
23181,train,Virtus.pro,Titan,0,10,16,17,2,21,18,3,21,19,7,22,16,7,20,15,6,24,28,3,16,24,8,18,20,3,16,18,4,16,18,7,20
23182,inferno,Virtus.pro,Titan,0,8,16,22,3,19,19,1,18,12,5,14,14,6,18,8,5,20,22,1,10,19,5,17,18,6,14,15,3,16,15,5,19
23183,dust2,mousesports,CSGO-Saloon,1,16,6,25,4,12,22,7,11,19,4,11,16,3,13,11,4,11,16,4,18,12,2,20,11,1,19,11,0,17,8,2,19
23184,cache,Splyce,Conquest,0,9,16,18,4,20,17,3,19,14,4,23,13,2,20,11,2,21,29,3,15,25,3,13,20,2,14,17,4,18,11,7,13
23185,dust2,Splyce,Conquest,0,5,16,16,1,18,14,3,18,11,4,18,9,2,18,7,3,19,26,3,7,22,2,10,15,3,12,13,2,14,15,8,14
23187,overpass,E-frag.net,Virtus.pro,0,8,16,16,3,17,12,5,18,14,6,21,13,4,21,9,5,20,23,7,12,23,2,12,21,5,15,15,7,12,15,1,13
23188,cobblestone,Natus Vincere,mousesports,1,16,13,27,1,15,26,1,15,27,6,19,19,10,21,9,9,23,22,1,20,20,5,18,23,5,25,17,3,22,10,8,23
23191,cache,Planetkey,uX,1,16,11,28,6,14,25,4,17,24,4,20,20,3,15,14,8,18,20,0,20,21,4,24,17,3,23,13,3,21,13,4,23
23192,train,Kinguin,Titan,1,16,13,25,5,16,21,10,17,22,4,20,21,3,20,16,3,19,19,3,18,24,3,22,17,1,20,17,3,23,15,1,22
23193,dust2,Kinguin,Titan,0,11,16,27,4,19,19,2,22,16,5,16,16,4,20,14,3,21,29,3,18,19,4,18,22,3,20,14,2,17,14,5,19
23194,mirage,Kinguin,Titan,1,16,5,24,7,11,23,3,12,15,8,4,18,3,9,11,4,10,13,2,17,12,2,18,7,2,17,6,2,19,8,1,20
23195,overpass,Dobry&amp;Gaming,HellRaisers,0,9,16,23,2,19,15,2,18,13,6,19,12,5,19,9,2,19,25,4,15,21,4,13,20,2,13,14,2,16,14,3,15
23196,train,HellRaisers,Dobry&amp;Gaming,0,14,16,29,6,20,29,4,21,13,3,19,12,0,20,11,5,22,29,6,20,23,4,19,19,5,20,17,4,18,14,4,18
23197,dust2,nerdRage,Worst Players,1,16,13,34,3,13,27,5,21,18,6,17,15,3,21,14,4,21,24,4,18,21,3,22,18,3,20,18,5,24,12,5,24
23200,mirage,nerdRage,Worst Players,1,16,10,31,2,14,24,7,14,21,4,17,14,6,18,11,1,18,20,2,18,24,5,24,13,4,19,13,5,20,11,6,20
23201,inferno,Gdansk Lions,ESC,1,16,13,27,5,19,28,1,22,20,2,19,14,5,20,10,3,23,33,5,16,21,6,21,18,5,21,15,6,21,16,1,22
23202,mirage,Gdansk Lions,ESC,0,9,16,19,3,18,14,2,18,15,3,20,14,6,18,13,2,20,23,2,13,24,10,15,21,4,15,16,2,14,10,7,18
23203,overpass,Gdansk Lions,ESC,1,16,11,24,9,18,21,2,19,20,8,17,17,5,18,16,3,19,29,4,18,18,3,18,19,2,20,17,8,20,8,8,22
23207,cobblestone,Reason,AlienTech,1,16,14,26,1,16,26,5,21,17,4,18,19,8,22,16,2,18,25,5,18,20,5,20,20,6,24,18,11,23,12,2,19
23208,inferno,AlienTech,Reason,0,8,16,24,3,13,19,1,20,14,8,19,10,4,19,5,5,19,20,2,12,22,2,17,18,4,15,15,2,13,15,1,15
23209,mirage,Worst Players,Los Jefes,0,14,16,28,3,23,22,6,21,20,5,20,21,4,24,11,3,22,30,3,20,24,4,19,20,0,17,17,1,23,19,2,23
23210,cache,Los Jefes,nerdRage,0,12,16,23,3,22,20,2,21,16,5,19,17,3,19,8,2,23,22,10,15,24,4,19,22,3,21,21,4,14,15,4,16
23213,dust2,Luminosity,Method,1,16,4,23,3,9,19,4,9,17,3,11,15,7,10,11,3,13,13,2,16,12,4,17,13,3,18,9,3,17,5,3,17
23214,train,Method,Luminosity,0,11,16,20,5,20,19,4,19,16,4,18,15,1,18,9,4,22,21,1,11,24,3,17,19,4,17,16,4,16,17,3,18
23215,cache,Enemy,Mortality,1,16,12,28,6,19,20,3,17,19,6,18,16,7,16,16,5,19,24,4,19,20,2,24,17,3,19,15,2,17,12,4,20
23216,train,Mortality,Enemy,1,16,6,28,4,12,23,0,11,18,3,10,18,3,12,9,5,12,15,1,18,13,1,18,13,3,19,11,3,20,5,3,21
23217,dust2,Enemy,Mortality,0,13,16,24,2,17,18,1,23,19,4,21,15,3,21,13,4,22,24,2,13,26,4,18,19,5,13,19,5,19,16,6,26
23218,cobblestone,ACE,BTY,0,12,16,22,4,21,20,6,23,17,6,20,17,2,22,12,7,20,22,2,18,23,3,15,25,3,19,21,4,18,15,4,18
23219,cache,BTY,ACE,0,6,16,16,1,18,14,3,19,10,1,20,7,2,18,5,4,20,26,3,6,24,3,9,20,5,13,13,5,12,12,1,12
23220,train,ACE,BTY,0,14,16,29,4,21,26,3,24,20,2,19,16,3,18,17,5,18,30,5,22,21,3,20,15,1,18,16,6,22,18,5,26
23221,mirage,Method,eLevate,0,7,16,22,4,19,15,0,18,13,6,18,11,4,16,7,4,17,21,5,13,19,2,14,19,7,15,16,4,14,12,5,12
23230,mirage,Natus Vincere,Kinguin,0,11,16,24,0,19,17,1,19,16,4,20,11,4,22,11,4,25,29,4,15,23,0,14,19,6,18,19,4,18,14,3,14
23231,dust2,CLG,Mortality,0,12,16,21,2,16,20,2,21,19,4,19,16,3,21,12,7,21,23,3,18,25,5,22,18,3,16,17,2,15,15,5,18
23232,cobblestone,CLG,Mortality,1,16,10,23,2,12,22,2,14,19,4,18,15,5,14,16,4,16,16,1,17,16,2,19,16,3,19,17,4,21,9,6,19
23233,cobblestone,Liquid,CLG,0,4,16,14,0,17,10,1,17,10,0,17,7,5,18,5,1,17,24,3,7,17,4,8,18,5,11,13,4,7,14,2,13
23234,overpass,CLG,Liquid,1,16,14,27,5,21,23,6,18,18,0,16,21,5,21,13,2,17,24,2,21,23,3,18,17,7,21,13,4,19,15,5,24
23235,cobblestone,KappaKappa,SK,0,12,16,23,2,21,20,1,18,20,3,19,17,3,18,13,4,18,20,3,15,24,2,20,17,3,22,18,2,19,15,3,17
23236,train,SK,KappaKappa,1,16,9,25,2,13,24,1,15,21,6,14,16,7,18,9,3,13,15,4,16,17,1,21,16,2,19,11,4,18,14,5,21
23237,cache,Worst Players,Property,0,10,16,27,3,22,17,2,18,14,2,18,11,4,19,15,8,21,26,3,19,22,4,16,20,4,14,18,5,17,12,2,18
23238,overpass,Property,Worst Players,0,12,16,34,5,22,21,2,23,17,6,22,14,11,23,12,9,24,33,7,21,24,2,20,19,3,18,22,6,22,16,3,17
23239,overpass,PENTA,myKPV,1,16,12,23,3,19,20,3,19,18,5,21,20,4,20,16,5,17,27,4,19,23,7,20,19,1,18,16,4,19,11,6,21
23240,cache,PENTA,myKPV,0,9,16,25,0,17,20,3,21,15,6,19,14,3,21,10,8,23,22,2,15,22,9,19,20,4,17,19,1,16,18,6,17
23242,dust2,ESC,eBettle,0,8,16,15,1,17,16,3,17,15,2,21,15,1,20,9,2,18,35,5,12,28,4,14,13,0,14,8,2,15,9,2,15
23243,mirage,KappaKappa,ESC,0,11,16,21,1,19,19,4,18,20,5,20,19,1,20,12,3,18,25,3,15,22,4,20,17,3,21,16,0,17,15,4,18
23244,cache,31337,ATB,0,9,16,19,4,19,16,2,17,16,4,20,13,1,18,13,5,21,21,3,13,23,4,17,18,7,16,19,7,18,13,2,13
23245,mirage,ATB,31337,0,10,16,23,3,16,14,8,19,16,3,18,16,3,19,13,2,20,25,4,18,23,2,15,20,2,19,14,4,18,10,3,14
23246,dust2,31337,ATB,0,10,16,22,4,22,18,5,25,15,2,20,14,4,19,12,6,21,31,3,15,26,5,16,21,2,16,22,5,18,7,10,16
23247,cobblestone,Property,volgare,1,16,7,25,5,9,23,8,13,16,7,11,15,4,10,16,1,13,14,5,18,14,0,21,12,1,19,9,4,18,7,6,19
23250,overpass,SK,FlipSid3,0,10,16,22,2,19,18,2,18,15,4,19,16,3,24,9,4,19,28,4,16,20,5,15,21,1,17,15,1,15,15,3,17
23251,inferno,SK,FlipSid3,0,10,16,18,5,16,14,2,17,16,1,17,15,2,21,11,4,19,24,2,14,23,5,16,21,3,12,14,4,14,8,2,19
23252,cobblestone,HellRaisers,dignitas,1,16,10,24,4,14,21,4,15,17,3,16,20,3,18,16,3,15,19,2,18,20,1,19,14,1,20,13,5,20,12,1,21
23253,overpass,dignitas,HellRaisers,1,16,3,20,1,8,19,4,10,19,5,12,11,3,8,12,4,12,15,2,16,8,2,15,8,4,15,10,1,18,7,4,17
23254,cache,Caseking,KILLERFISH,0,7,16,21,3,18,18,2,19,11,2,20,9,3,19,8,2,16,27,3,15,22,1,12,19,3,12,13,4,14,11,6,14
23255,dust2,KILLERFISH,Caseking,1,16,2,19,2,6,18,2,7,19,5,12,14,2,5,13,6,7,8,1,18,8,1,16,8,3,17,7,2,17,6,3,16
23257,mirage,Pries,Vega Squadron,0,8,16,22,1,17,21,0,18,10,4,18,12,4,21,10,3,19,25,6,12,20,3,15,17,2,13,19,3,19,12,1,16
23258,cache,Method,Liquid,0,10,16,28,2,18,19,1,18,12,1,20,11,3,21,8,6,23,29,1,18,21,6,14,19,3,14,17,2,16,14,4,17
23259,overpass,Liquid,Method,1,16,13,31,3,17,26,9,18,19,4,19,21,6,23,19,8,19,25,2,25,18,3,21,18,5,22,17,3,23,18,4,25
23260,mirage,CLG,Luminosity,0,14,16,23,6,18,22,3,23,20,5,20,19,2,20,18,3,24,28,4,19,26,2,22,23,2,22,20,4,24,8,5,15
23261,cobblestone,Luminosity,CLG,0,14,16,27,7,19,21,3,20,19,6,21,21,4,24,15,3,19,27,7,22,22,4,19,19,5,20,15,1,17,20,5,25
23262,overpass,Luminosity,CLG,1,16,4,23,2,9,19,2,7,18,2,9,17,4,9,16,2,7,9,4,17,9,1,18,9,2,19,8,1,19,6,1,20
23263,cobblestone,Cloud9,EnVyUs,0,12,16,29,6,20,20,3,20,20,10,22,12,4,24,13,4,24,30,2,23,25,4,19,17,1,13,20,5,19,18,5,20
23264,mirage,NiP,Virtus.pro,0,7,16,22,6,14,20,3,19,18,2,16,9,3,19,7,5,21,26,3,14,18,3,15,19,5,18,16,2,13,10,4,16
23265,cobblestone,fnatic,Titan,1,16,6,29,2,13,20,2,7,18,7,16,13,4,12,9,4,8,15,1,18,14,2,18,8,1,17,11,1,18,8,4,18
23266,overpass,Natus Vincere,TSM,0,10,16,22,1,21,15,3,20,16,6,21,13,7,18,12,4,22,28,6,14,21,4,16,19,3,12,18,3,14,16,5,22
23267,cache,EnVyUs,Virtus.pro,0,7,16,20,1,17,16,4,17,14,5,17,13,1,21,11,4,21,23,1,17,20,4,17,19,1,12,17,2,12,14,4,16
23272,cobblestone,Natus Vincere,Titan,0,10,16,23,3,17,21,8,21,19,3,22,19,6,24,11,7,21,27,4,15,24,4,22,18,7,17,17,6,18,19,5,21
23277,inferno,Luminosity,Enemy,0,12,16,24,7,20,23,3,20,16,5,24,13,14,22,8,1,21,31,6,17,22,2,13,19,4,19,19,5,19,16,4,17
23278,overpass,Enemy,Luminosity,0,8,16,19,2,20,19,0,21,16,7,19,16,5,21,11,3,21,25,5,12,23,5,16,24,8,20,22,3,19,8,5,14
23279,mirage,SK,eBettle,0,3,16,17,4,17,11,1,15,8,3,14,10,5,18,7,2,18,20,2,11,21,10,10,15,4,8,15,3,11,11,3,13
23280,overpass,SK,eBettle,1,16,14,27,1,14,27,7,20,21,4,20,20,3,19,14,2,19,23,2,21,22,2,23,17,5,20,16,4,24,14,7,21
23281,train,SK,eBettle,1,16,6,20,8,11,19,1,9,19,8,12,18,3,13,13,1,12,15,2,17,14,5,18,11,4,17,9,2,17,8,2,20
23284,dust2,E-frag.net,Vega Squadron,0,12,16,22,3,18,19,2,20,19,6,20,19,4,22,15,5,23,33,3,15,22,5,17,19,3,21,16,3,19,13,7,22
23285,cache,E-frag.net,Vega Squadron,1,16,13,24,2,17,26,5,20,23,6,21,18,5,23,12,7,21,26,6,19,24,1,23,17,2,18,17,3,19,18,5,24
23286,mirage,PENTA,FlipSid3,0,10,16,18,4,18,18,1,18,19,8,23,14,2,18,14,2,20,27,1,13,22,6,17,18,4,14,15,2,18,15,7,21
23287,inferno,FlipSid3,PENTA,1,16,7,32,5,13,19,6,13,15,3,12,14,6,13,13,2,10,14,1,16,14,3,19,16,2,21,9,3,18,8,2,19
23288,mirage,eBettle,ESC,1,16,9,28,4,12,25,3,14,17,3,16,16,4,15,13,3,15,20,1,16,20,1,19,10,1,18,14,3,23,8,0,23
23289,dust2,eBettle,SK,0,14,16,24,4,19,20,8,20,18,6,21,19,2,26,11,6,24,37,6,19,24,1,17,19,4,17,17,6,22,13,1,17
23290,cobblestone,eBettle,SK,0,10,16,19,4,19,19,1,19,18,3,20,14,3,17,10,4,17,23,5,16,19,3,15,20,2,19,15,4,15,15,4,15
23291,mirage,PENTA,dignitas,0,7,16,14,2,17,15,1,20,12,1,20,10,3,18,7,0,19,23,3,12,21,3,9,18,1,12,17,4,13,15,4,12
23292,inferno,dignitas,PENTA,1,16,7,24,1,13,16,0,9,19,5,13,18,4,13,15,5,13,16,5,19,15,3,20,11,3,19,9,4,18,8,4,18
23294,dust2,EnVyUs,NiP,0,13,16,20,10,16,19,2,21,17,2,23,16,1,20,15,3,23,25,3,17,20,4,15,20,3,19,21,3,17,17,6,19
23295,inferno,EnVyUs,NiP,0,7,16,15,3,16,14,3,18,10,3,17,11,1,16,7,2,20,23,2,12,18,1,11,20,1,13,17,0,10,9,4,11
23296,train,Titan,fnatic,0,5,16,16,0,15,15,1,18,13,3,20,10,1,18,4,3,17,23,3,13,20,6,12,18,2,8,18,1,14,9,3,11
23298,cache,CLG,Liquid,1,16,14,31,5,19,24,5,18,22,4,18,18,5,17,20,5,19,19,4,21,17,3,21,21,4,26,17,5,23,17,6,24
23299,dust2,CLG,Liquid,0,4,16,12,3,17,11,2,17,9,2,17,8,2,16,4,2,19,20,3,11,19,2,9,18,7,10,16,5,8,13,2,6
23300,mirage,CLG,Liquid,0,14,16,27,4,22,22,2,20,24,5,21,21,7,20,18,7,19,24,4,21,23,6,21,21,3,24,18,4,20,15,4,26
23301,train,Liquid,CLG,0,11,16,26,3,21,14,6,19,14,3,17,16,2,21,14,7,19,29,3,16,19,1,16,15,4,13,20,6,21,14,5,18
