18646,2,26,
23231,5,28,12.0,7.0,21.0,
23233,3,20,18.0,5.0,11.0,
23232,3,26,19.0,4.0,18.0,
25255,1,24,18.0,0.0,18.0,
23234,1,30,27.0,5.0,21.0,
27849,5,19,8.0,5.0,0.44,
28166,4,28,20.0,5.0,1.05,
21736,3,26,20.0,4.0,15.0,
26674,4,24,14.0,5.0,20.0,
26675,5,28,13.0,4.0,21.0,
26122,1,29,22.0,6.0,20.0,
25178,3,27,21.0,4.0,16.0,
22157,1,23,18.0,3.0,19.0,
27336,2,24,18.0,5.0,18.0,
27337,3,23,17.0,4.0,12.0,
25401,2,28,22.0,7.0,16.0,
24978,4,30,18.0,5.0,20.0,
28283,1,22,19.0,3.0,1.06,
28282,1,28,35.0,4.0,1.75,
25642,2,26,22.0,3.0,17.0,
25643,1,19,31.0,5.0,9.0,
28902,1,23,24.0,5.0,1.85,
25444,4,20,7.0,1.0,18.0,
27825,5,26,12.0,3.0,0.75,
21258,2,26,20.0,4.0,19.0,
23633,1,25,22.0,2.0,14.0,
23632,4,24,12.0,2.0,19.0,
21426,3,30,22.0,8.0,24.0,
27106,3,25,21.0,8.0,16.0,
21424,1,23,22.0,4.0,20.0,
28372,1,29,27.0,1.0,1.29,
23138,3,22,15.0,4.0,10.0,
27101,2,22,16.0,8.0,19.0,
24141,1,22,24.0,4.0,10.0,
25848,5,23,7.0,3.0,21.0,
25849,3,28,16.0,4.0,20.0,
26191,1,23,17.0,3.0,15.0,
27957,1,22,17.0,1.0,18.0,
28379,1,29,25.0,4.0,1.39,
26116,3,29,25.0,5.0,20.0,
27928,4,21,14.0,3.0,8.0,
23034,1,19,20.0,4.0,7.0,
23033,1,17,19.0,2.0,7.0,
27344,3,22,16.0,3.0,11.0,
21653,1,26,21.0,3.0,22.0,
23745,1,21,24.0,4.0,8.0,
22105,1,27,27.0,2.0,17.0,
21873,3,24,14.0,0.0,18.0,
21872,1,21,21.0,1.0,16.0,
22109,2,30,26.0,5.0,21.0,
27105,2,22,23.0,1.0,8.0,
28903,1,22,21.0,5.0,1.4,
27939,4,24,18.0,4.0,13.0,
20781,3,24,21.0,5.0,15.0,
26558,5,28,14.0,1.0,20.0,
20577,1,26,24.0,0.0,17.0,
21493,1,29,28.0,3.0,22.0,
26501,3,25,20.0,5.0,13.0,
23453,5,29,14.0,8.0,21.0,
20578,3,26,20.0,8.0,18.0,
23455,3,30,22.0,5.0,22.0,
23454,5,29,17.0,5.0,23.0,
21495,2,18,23.0,6.0,8.0,
27102,4,27,18.0,5.0,19.0,
28986,5,26,14.0,2.0,0.82,
28152,3,20,12.0,1.0,0.75,
20309,1,23,26.0,3.0,13.0,
21909,4,23,18.0,4.0,16.0,
20304,1,25,29.0,5.0,14.0,
28167,1,19,25.0,3.0,3.13,
27819,2,22,15.0,2.0,0.83,
24207,3,25,18.0,4.0,16.0,
24727,3,17,20.0,5.0,9.0,
27770,2,27,21.0,2.0,1.24,
22257,2,30,28.0,6.0,24.0,
24729,3,19,16.0,1.0,8.0,
