18646,2,26,
21484,2,20,17.0,1.0,9.0,
20676,3,30,17.0,5.0,21.0,
20677,1,30,26.0,3.0,23.0,
27772,1,20,12.0,2.0,0.71,
21861,3,28,17.0,6.0,20.0,
23044,1,22,20.0,5.0,10.0,
23045,1,24,24.0,3.0,13.0,
27958,1,28,20.0,0.0,20.0,
21907,4,29,21.0,2.0,17.0,
25105,3,27,24.0,7.0,18.0,
23659,3,27,20.0,7.0,17.0,
21865,2,25,24.0,2.0,15.0,
23884,5,28,19.0,5.0,21.0,
23595,1,26,16.0,3.0,18.0,
23596,4,22,15.0,3.0,13.0,
25503,1,28,28.0,2.0,17.0,
28373,1,19,15.0,2.0,0.94,
25505,5,19,8.0,2.0,18.0,
22835,2,30,22.0,3.0,21.0,
22836,5,26,13.0,4.0,14.0,
27809,5,30,13.0,9.0,0.57,
27837,4,26,16.0,3.0,0.76,
21764,3,25,11.0,1.0,16.0,
27769,2,20,21.0,2.0,1.62,
27768,1,30,24.0,2.0,1.26,
21760,2,27,20.0,4.0,15.0,
27762,3,22,12.0,1.0,0.67,
27761,3,28,19.0,4.0,1.12,
27889,4,28,14.0,3.0,18.0,
26503,4,28,21.0,3.0,20.0,
25254,2,26,26.0,9.0,18.0,
23299,1,20,12.0,3.0,17.0,
23298,1,30,31.0,5.0,19.0,
28997,3,24,21.0,2.0,1.5,
25253,3,25,14.0,2.0,18.0,
23127,1,19,20.0,4.0,9.0,
25180,2,27,16.0,4.0,22.0,
23768,3,29,15.0,4.0,22.0,
23767,1,25,33.0,2.0,12.0,
23766,3,29,20.0,5.0,24.0,
23763,1,25,28.0,3.0,14.0,
23762,5,18,12.0,6.0,7.0,
21915,1,26,20.0,6.0,19.0,
24784,3,20,19.0,5.0,11.0,
24780,3,27,18.0,4.0,22.0,
27771,3,20,9.0,1.0,0.53,
24782,1,29,26.0,9.0,23.0,
23374,4,21,15.0,7.0,12.0,
25107,2,22,13.0,2.0,18.0,
25106,1,27,22.0,6.0,19.0,
28126,2,21,24.0,4.0,2.67,
23373,3,27,17.0,8.0,18.0,
24662,5,27,18.0,4.0,18.0,
25781,2,30,27.0,4.0,19.0,
25813,2,26,19.0,5.0,14.0,
25812,1,18,21.0,1.0,8.0,
25666,5,26,13.0,5.0,21.0,
24088,2,19,18.0,2.0,9.0,
25660,2,29,23.0,4.0,21.0,
22238,1,29,23.0,5.0,21.0,
21844,5,26,16.0,4.0,16.0,
27938,2,24,24.0,6.0,15.0,
25726,3,29,21.0,7.0,27.0,
25720,4,28,18.0,1.0,18.0,
21843,1,27,21.0,1.0,23.0,
22152,4,29,16.0,4.0,20.0,
20355,1,17,24.0,9.0,8.0,
22150,1,28,29.0,2.0,22.0,
23262,3,20,9.0,2.0,19.0,
23260,2,30,22.0,3.0,23.0,
23261,2,30,22.0,4.0,19.0,
23301,4,27,20.0,6.0,21.0,
23300,2,30,22.0,2.0,20.0,
23302,1,29,19.0,3.0,18.0,
25442,5,22,18.0,2.0,13.0,
26559,1,22,14.0,4.0,17.0,
22994,1,22,21.0,1.0,8.0,
22992,4,18,13.0,2.0,6.0,
21998,1,26,20.0,3.0,18.0,
25504,5,27,15.0,2.0,15.0,
24779,5,29,20.0,9.0,24.0,
27142,2,19,22.0,4.0,12.0,
27141,1,30,35.0,1.0,20.0,
25810,1,26,21.0,1.0,17.0,
28129,3,22,22.0,4.0,2.0,
20852,3,28,20.0,2.0,20.0,
27781,2,29,18.0,6.0,0.82,
27338,2,24,23.0,6.0,20.0,
27890,2,21,13.0,2.0,19.0,
28414,2,27,26.0,0.0,1.37,
28330,3,30,21.0,1.0,0.88,
22027,2,21,24.0,6.0,11.0,
27852,1,20,15.0,0.0,0.79,
22784,3,30,20.0,4.0,21.0,
22785,3,29,23.0,2.0,17.0,
22782,3,23,19.0,2.0,13.0,
22783,4,25,14.0,4.0,18.0,
22029,1,28,29.0,3.0,18.0,
22028,1,19,15.0,2.0,15.0,
26544,3,25,22.0,5.0,20.0,
26545,4,30,16.0,8.0,21.0,
28416,2,26,17.0,1.0,0.89,
23709,3,17,19.0,3.0,6.0,
21598,1,27,20.0,3.0,19.0,
24206,5,30,13.0,5.0,21.0,
24209,1,17,24.0,5.0,7.0,
24208,1,24,23.0,2.0,13.0,
28415,3,27,19.0,4.0,0.95,
22147,2,28,23.0,4.0,18.0,
21329,5,22,14.0,5.0,14.0,
22141,1,25,26.0,0.0,15.0,
22142,2,30,22.0,4.0,19.0,
27856,4,30,19.0,7.0,0.86,
27987,5,22,10.0,4.0,17.0,
27143,1,27,25.0,4.0,16.0,
27986,5,21,6.0,1.0,18.0,
21752,5,28,14.0,5.0,22.0,
28151,3,17,5.0,2.0,0.31,
25872,4,23,13.0,2.0,13.0,
22256,2,30,22.0,5.0,20.0,
23140,4,17,14.0,5.0,8.0,
23129,4,22,18.0,6.0,14.0,
23128,1,17,9.0,2.0,16.0,
22036,4,28,14.0,3.0,18.0,
22037,2,25,12.0,2.0,18.0,
21126,4,28,15.0,1.0,20.0,
21125,3,26,22.0,6.0,18.0,
25234,2,28,20.0,4.0,22.0,
24420,2,21,22.0,1.0,12.0,
25782,4,28,21.0,2.0,21.0,
24089,2,22,21.0,6.0,11.0,
21335,3,29,24.0,6.0,21.0,
21332,5,30,19.0,7.0,22.0,
28350,1,29,32.0,2.0,2.13,
21522,4,27,14.0,7.0,14.0,
21684,5,18,9.0,4.0,5.0,
25238,3,30,21.0,8.0,24.0,
26504,2,23,14.0,3.0,18.0,
25725,4,19,9.0,3.0,19.0,
25868,4,27,14.0,3.0,21.0,
25869,5,23,10.0,4.0,20.0,
27326,4,27,19.0,3.0,16.0,
27324,2,17,24.0,7.0,7.0,
28142,2,28,21.0,5.0,1.17,
28143,4,19,16.0,7.0,1.23,
21288,2,28,21.0,7.0,21.0,
27328,1,22,27.0,5.0,9.0,
28998,2,28,23.0,6.0,1.0,
23882,3,26,18.0,7.0,16.0,
23883,3,30,20.0,3.0,15.0,
23881,5,27,15.0,13.0,18.0,
22430,1,30,23.0,5.0,20.0,
22431,2,22,27.0,5.0,14.0,
22432,2,30,24.0,4.0,23.0,
23139,1,22,21.0,3.0,19.0,
28289,5,24,14.0,6.0,1.08,
20729,1,21,22.0,3.0,8.0,
21134,1,29,28.0,6.0,17.0,
28288,5,19,10.0,4.0,0.91,
23437,4,30,21.0,8.0,22.0,
23436,2,22,13.0,8.0,18.0,
